Place ID,"
Export ID","
Name","
Address","
City","
State","
Zip","
Country","
Phone","
Lat","
Lng","
Category","
Modern Category","
Popularity","
Closed","
Significant","
Vendors","
URL","
Supports Apple Pay","
Last modified date","
Tier-one","
Icon","
Hours","
Has Indoor","
Is Icon Suppressed","
Alt Muid","
POI Class Min Zoom","
HTT",Editor Name,Date,POI Link,Are hours visiting hours for tourists?,Is POI also a tourist attraction?,Indicator(s),Copy/Paste Hours,Are Hours Seasonal?,Religious Category Flag,"If category is incorrect, paste best modern category pathway",Best Modern Category is Hours Suppressed?,Notes,
"
52030792-e9fa-4dc7-87d5-b1d3f7ee6bac",202363540,"
Süleymaniye Camii","
Profesör Sıddık Sami Onar Cd. 1","
Fatih","

",34116,"
TR",902124580000,41.01661,28.96335,"
religiousorgs.mosques","
association_or_organization.religious_organization.mosque",1503,"
FALSE","
TRUE","
BasarSoft Yelp Yelp Wcities Trip Advisor Yellow Medya Foursquare Foursquare DataPlor Wikipedia Siri - Knowledge Graph Find A Grave DataPlor DataPlor","
http://www.fatih.gov.tr/suleymaniye-camii","
TRUE","
Mon Jun 09 15:12:59 PDT 2025","
FALSE","
Religious","
Sunday Saturday 8:30am–10:00pm|Monday Tuesday Wednesday Thursday Friday 8:30am–11:00pm","
FALSE","
FALSE","

",15,"
TIER_HEAD",Holly,7/3/25,"https://apollo.geo.apple.com/p/release/
52030792-e9fa-4dc7-87d5-b1d3f7ee6bac",Yes - Edit Needed,Yes,https://istanbultourstudio.com/things-to-do/suleymaniye-mosque,"The mosque is open daily between 9am and 6pm, but closed during prayer times.",,Correct,,,POI also open for non-religious visitors.,#N/A
"
fd920077-af92-453d-8f92-1f63b3a77f06",135451262,"
Hallgrímskirkja","
Hallgrímstorgi 1","
Reykjavík","

",101,"
IS",3545101000,64.1418,-21.92671,"
religiousorgs.churches","
association_or_organization.religious_organization.church.lutheran_church",736,"
FALSE","
TRUE","
OpenStreetMap Wcities Trip Advisor Foursquare DataPlor DataPlor Wikipedia Siri - Knowledge Graph Shazam","
https://www.hallgrimskirkja.is/ http://hallgrimskirkja.is https://www.hallgrimskirkja.is/ https://www.facebook.com/hallgrimskirkja.reykjavik/","
TRUE","
Mon Jun 09 15:57:33 PDT 2025","
FALSE","
Religious","
Sunday 9:00am–10:30am 12:15pm–8:00pm|Monday Tuesday Wednesday Thursday Friday Saturday 9:00am–8:00pm","
FALSE","
FALSE","

",14,"
TIER_HEAD",Rege,7/3/2025,"https://apollo.geo.apple.com/p/release/
fd920077-af92-453d-8f92-1f63b3a77f06",Yes - Edit Needed,Yes,https://www.hallgrimskirkja.is/en/visiting-the-church/access-and-facilities,"Valid from September 1st 2024 - May 20th 2025
Church: 10:00 - 17:00
Tower: 10:00 - 16:45 (last entrance to tower)

Valid from May 20th 2025 - August 31st 2025
Church: 9:00-20:00
Tower: 9:00-19:45

",,Correct,,,POI allows non-religious visitors,#N/A
"
dee2c11a-d21a-40f6-b455-467e695ca605",864442314,"
Koami-jinja Shrine","
日本橋小網町16-23","
中央区","

","
103-0016","
JP",81336681080,35.68412,139.78045,"
religiousorgs.shintoshrines","
association_or_organization.religious_organization.shrine.shinto_shrine",630,"
FALSE","
TRUE","
IPC IPC MapFan Directory Jalan Yelp Trip Advisor Factual.comFoursquare Wcities","
https://www.koamijinja.or.jp https://www.koamijinja.or.jp/visit.html","
FALSE","
Mon Jun 09 16:20:00 PDT 2025","
FALSE","
Shrine","
Sunday Monday Tuesday Wednesday Thursday Friday Saturday 9:00am–6:00pm","
FALSE","
FALSE","

",16,"
TIER_HEAD",Rege,7/3/2025,"https://apollo.geo.apple.com/p/release/
dee2c11a-d21a-40f6-b455-467e695ca605",No - Religious Only,No,"
https://www.koamijinja.or.jp https://www.koamijinja.or.jp/visit.html",,,Correct,,,,#N/A
"
4682807d-f908-49b0-a26d-cb37bab10d93",203429206,"
Siena Cathedral","
Piazza del Duomo 8","
Siena","

",53100,"
IT",390577286300,43.31768,11.32895,"
religiousorgs.churches","
association_or_organization.religious_organization.church",706,"
FALSE","
TRUE","
Direct KittyHawk Yelp Yelp Wcities Trip Advisor Infobel Foursquare V2 Foursquare Factual.comWikipedia Siri - Knowledge Graph Getty","
https://operaduomo.siena.it/it/luoghi/cattedrale http://www.operaduomo.siena.it https://operaduomo.siena.it/la-cattedrale/","
FALSE","
Mon Jun 09 15:58:40 PDT 2025","
FALSE","
Religious","
Sunday 1:30pm–5:00pm|Monday Tuesday Wednesday Thursday Friday Saturday 10:30am–5:00pm","
FALSE","
FALSE","

",14,"
TIER_HEAD",Rege,7/3/2025,"https://apollo.geo.apple.com/p/release/
4682807d-f908-49b0-a26d-cb37bab10d93",Unverifiable Hours,Yes,https://operaduomo.siena.it/visita/,09.30 to 18.30.,,Correct,,,"Cathedral, Piccolomini Library, Opera Museum, Panorama from the Face, Crypt, Baptistry: Scheduling may change based on religious celebratinos ",#N/A
"
d68593c8-54dd-437f-a4c9-400b53fede5c",202623008,"
Zi Nan Temple","
大公街40號","
竹山鎮","
NAN",557019,"
TW",886492623722,23.81703,120.72255,"
religiousorgs.taoisttemples","
association_or_organization.religious_organization.temple.taoist_temple",938,"
FALSE","
TRUE","
KittyHawk KingwayTek Yelp Trip Advisor Chunghwa Foursquare POI Augmentation DataPlor DataPlor","
http://www.紫南宮.tw http://www.紫南宮.tw https://www.facebook.com/ZiNan.org.tw","
FALSE","
Mon Jun 09 15:01:57 PDT 2025","
FALSE","
Religious","
Sunday Monday Tuesday Wednesday Thursday Friday Saturday 7:00am–9:00pm","
FALSE","
FALSE","

",14,"
TIER_HEAD",Rege,7/3/2025,"https://apollo.geo.apple.com/p/release/
d68593c8-54dd-437f-a4c9-400b53fede5c",No - Religious Only,No,http://www.紫南宮.tw,,,Correct,,,,#N/A
"
f4d612b8-a585-4372-ae28-b74410f8fc8c",202371803,"
Medici Chapels","
Piazza di Madonna degli Aldobrandini 6","
Firenze","

",50123,"
IT",390552388602,43.775,11.25324,"
hotelstravel.touristattraction.historical_places","
association_or_organization.religious_organization.church.catholic_church",742,"
FALSE","
TRUE","
KittyHawk Yelp Wcities Trip Advisor Infobel Foursquare V2 Foursquare Factual.comGetYourGuide DataPlor Wikipedia Siri - Knowledge Graph DataPlor","
https://www.cappellemedicee.it https://www.cappellemedicee.it/oario-di-apertura-cappelle-medicee.asp","
TRUE","
Mon Jun 09 16:14:41 PDT 2025","
FALSE","
Religious","
Sunday Monday Tuesday Wednesday Thursday Friday Saturday 8:15am–6:00pm","
FALSE","
FALSE","

",13,"
TIER_HEAD",Rege,7/3/2025,"https://apollo.geo.apple.com/p/release/
f4d612b8-a585-4372-ae28-b74410f8fc8c",Yes - Edit Needed,Yes,https://www.cappellemedicee.it/prenotazione-biglietti-cappelle-medicee.asp,Every day: 8:15 am – 2:00 pm,,Correct,,,POI allows non-religious visitors,#N/A
"
2ed1c3ec-1593-4732-95d7-7db08dae4bd1",203382916,"
Abadia de Montserrat","
Martorell Monasterio de Montserrat","
Monistrol de Montserrat","

",8199,"
ES",34938777777,41.59334,1.83778,"
religiousorgs.monastery","
association_or_organization.religious_organization.monastery",1251,"
FALSE","
TRUE","
KittyHawk KittyHawk Yelp Wcities Wcities Trip Advisor Foursquare Foursquare Tiqets GetYourGuide Tiqets DataPlor DataPlor Wikipedia Wikipedia Siri - Knowledge Graph DataPlor DataPlor","
http://www.abadiamontserrat.cat https://www.facebook.com/AbadiaMontserrat/ https://abadiamontserrat.cat/horaris/","
TRUE","
Mon Jun 09 16:52:17 PDT 2025","
FALSE","
Religious","
Sunday Monday Tuesday Wednesday Thursday Friday Saturday 7:00am–8:00pm","
FALSE","
FALSE","

",13,"
TIER_HEAD",Holly,7/3/25,"https://apollo.geo.apple.com/p/release/
2ed1c3ec-1593-4732-95d7-7db08dae4bd1",Yes - Edit Needed,Yes,https://www.montserratvisita.com/en/practical-information/opening-hours,"Tourist Information:
Monday to Friday: From 9.00 am to 6.30 pm
Weekends and public holidays: From 9.00 am to 7.30 pm | Basilica:
From 7.00 am to 8.00 pm. 
Throne of Our Lady:
From 8.00 am to 10.30 am and from 12 am to 6.25 pm
Pastoral Coordination Centre:
From 9.30 am to 1.30 pm and from 4.00 to 6.00 pm
Holy Grotto:
From 10.30 am to 5.00 pm",,Correct,,,Does not indicate whether visitors are not allowed during masses but does indicate separate times for tourists vs sanctuary and religious time.,#N/A
"
382251fe-d12a-40dd-846b-7f82aff381c8",718007303,"
Church of Our Saviour","
Sankt Annæ Gade 29","
København K","

",1416,"
DK",4532546883,55.67286,12.59422,"
religiousorgs.churches","
association_or_organization.religious_organization.church",474,"
FALSE","
FALSE","
KittyHawk OpenStreetMap Yelp Wcities Trip Advisor Infobel DataPlor Wikipedia Shazam","
https://www.vorfrelserskirke.dk https://www.facebook.com/VFKchristianshavn https://www.vorfrelserskirke.dk/page/485/åbningstider-opening-hours","
TRUE","
Mon Jun 09 16:25:16 PDT 2025","
FALSE","
Religious","
Sunday Monday Tuesday Wednesday Thursday Friday Saturday 9:00am–8:00pm","
FALSE","
FALSE","

",14,"
TIER_HEAD",Holly,7/3/25,"https://apollo.geo.apple.com/p/release/
382251fe-d12a-40dd-846b-7f82aff381c8",Yes - Edit Needed,Yes,https://www.vorfrelserskirke.dk/taarn/tower/booking,"The tower is open daily from 09:00 - 20:00. Exeptions:  Closing time changed to 17:00 on October 10th.Closed 24th and 25th of December.Closing time changed on the 31th December to 15:30. The last admission is 30 minutes before closing time.The tower closes temporarily for safety reasons during rainfalls, snow or strong winds.We recommend that you arrive 5 minutes before your scheduled time. We expect your visit to last between 30-45 minutes.",,Correct,,,there are hours for tourists but set events for worship times that have their own dates and times.,#N/A
"
d2a6be4d-3cfe-4e62-9075-cc0b69d2f3cd",1004251030,"
Chiyoho Inari-jinja Shrine","
平田町三郷1980","
海津市","

","
503-0312","
JP",81584662613,35.26355,136.64642,"
religiousorgs.shintoshrines","
association_or_organization.religious_organization.shrine.shinto_shrine",671,"
FALSE","
TRUE","
IPC IPC MapFan Directory Jalan Yelp Trip Advisor Foursquare","
https://www.chiyohoinari.or.jp http://www.chiyohoinari.or.jp/prayer/index.html","
FALSE","
Mon Jun 09 15:06:46 PDT 2025","
FALSE","
Shrine","
Sunday Monday Tuesday Wednesday Thursday Friday Saturday 12:00am–11:59pm","
FALSE","
FALSE","

",14,"
TIER_HEAD",Holly,7/3/25,"https://apollo.geo.apple.com/p/release/
d2a6be4d-3cfe-4e62-9075-cc0b69d2f3cd",No - Religious Only,No,https://www.chiyohoinari.or.jp/prayer/index.html,"Prayer time: 9:00 a.m. to 12:00 a.m., 1:00 p.m. to 2:30 p.m. every day
※However, the two days at the end of each month are only in the morning",,Correct,,,No indicators of tourist hours or fees and only mentions prayer times and religious events.,#N/A
"
212778fb-20d7-4abe-be86-17d8d4ff55f5",308865515,"
Basilica Pontificia San Nicola","
Largo Abate Elia 8","
Bari","

",70122,"
IT",390805737111,41.13031,16.87003,"
religiousorgs.churches","
association_or_organization.religious_organization.church",249,"
FALSE","
FALSE","
KittyHawk Yelp Wcities Trip Advisor Infobel Foursquare Tiqets DataPlor Wikipedia Siri - Knowledge Graph Find A Grave","
http://www.basilicasannicola.it","
TRUE","
Mon Jun 09 15:02:18 PDT 2025","
FALSE","
Religious","
Sunday 12:00am–6:30am 7:30am–12:00am|Monday 12:00am–6:30am 7:30am–8:30pm|Tuesday Wednesday Thursday Friday 7:30am–8:30pm|Saturday 7:30am–12:00am","
FALSE","
FALSE","

",14,"
TIER_HEAD",Holly,7/3/25,"https://apollo.geo.apple.com/p/release/
212778fb-20d7-4abe-be86-17d8d4ff55f5",No - Religious Only,No,https://www.basilicasannicola.it/sez/453/pellegrini | https://www.basilicasannicola.it/sez/9/232/orari,"PORTINER
From Monday to Friday from 6.30 am to 1.00 pm and from 4 pm to 8.30 pm.
Sunday: from 5 pm to 10 pm.


OFFER ROOM
From Monday to Sunday from 9.15 to 19.15 (continuont hours)


OPENING OF THE BASILICA
From Monday to Saturday: 6.30 am – 8:30 pm.
Sunday: 6.30 am – 10 pm.


OPENING HOURS
Weekdays:
7.30, 9.30, 18.30
 
Holidays:
7.30, 10.30, 9.00, 12.00, 13.00, 18.30, 20.30 (The 1 p.m mass is suspended in the months of July-September)

 
CONFESSIONS
Weekdays:
9.00 am – 12.00 pm; 5.00 pm – 6.30 pm.

Holidays:
7.30 am – 1.30 pm; 6.00 pm – 9.00 pm.",,Correct,,,Guided tours are available but nowhere does it indicate a monetary charge. There are schedules only for religious participation and nothing else to indicate that touring for tourism is accepted.,#N/A
